IACO,IATA,NOMBRE,CIUDAD INGLES,CIUDAD ESPANOL,PAIS INGLES,PAIS ESPAÑOL,GRADOS LONGITUD,GRADOS LATITUD,ALTITUD,NULL
LTBU,,CORLU,CORLU,Çorlu,TURKEY,TURQUÍA,27.919,41.138,574,174.96
LTBV,,,BODRUM,BODRUM,TURKEY,TURQUÍA,0.0,0.0,0,0.0
LTBW,,,ISTANBUL,ESTAMBUL,TURKEY,TURQUÍA,0.0,0.0,0,0.0
LTBX,,SAMANDIRA,ISTANBUL,ESTAMBUL,TURKEY,TURQUÍA,29.216,40.993,400,121.92
LTBY,,ANADOLU,ESKISSEHIR,ESKISSEHIR,TURKEY,TURQUÍA,30.519,39.81,2589,789.13
LTBZ,,,MANISA,Manisa,TURKEY,TURQUÍA,0.0,0.0,0,0.0
LTCA,EZS,ELAZIG,ELAZIG,Elazig,TURKEY,TURQUÍA,39.291,38.607,2927,892.15
LTCB,,,AGRI,AGRI,TURKEY,TURQUÍA,0.0,0.0,0,0.0
LTCC,DIY,DIYARBAKIR,DIYABAKIR,DIYABAKIR,TURKEY,TURQUÍA,40.201,37.894,2251,686.11
LTCD,ERC,ERZINCAN,ERZINCAN,Erzincan,TURKEY,TURQUÍA,39.526,39.71,3783,1153.06
LTCE,ERZ,ERZURUM,ERZURUM,ERZURUM,TURKEY,TURQUÍA,41.17,39.956,5763,1756.56
LTCF,,KARS,KARS,KARS,TURKEY,TURQUÍA,43.115,40.562,5889,1794.97
LTCG,TZX,TRABZON,TRABZON,TRABZON,TURKEY,TURQUÍA,39.79,40.995,104,31.7
LTCH,,SANLIURFA,SANLIURFA,Sanliurfa,TURKEY,TURQUÍA,38.846,37.092,1483,452.02
LTCI,VAN,VAN,VAN,VAN,TURKEY,TURQUÍA,43.332,38.468,5474,1668.48
LTCJ,BAL,BATMAN,BATMAN,BATMAN,TURKEY,TURQUÍA,41.116,37.929,1822,555.35
LTCK,,MUS,MUS,MUS,TURKEY,TURQUÍA,41.661,38.754,4157,1267.05
LTCL,,SIIRT,SIIRT,Siirt,TURKEY,TURQUÍA,41.84,37.979,2001,609.91
LTCM,,SINOP,NINIOP,NINIOP,TURKEY,TURQUÍA,35.079,42.019,24,7.32
LTFA,,KAKLIC,IZMIR,IZMIR,TURKEY,TURQUÍA,26.977,38.518,16,4.88
LTFB,,EFES,IZMIR,IZMIR,TURKEY,TURQUÍA,27.329,37.951,10,3.05
LUBL,,BALTI,SALTSY,SALTSY,MOLDOVA,MOLDAVIA,27.781,47.838,758,231.04
LUCH,,,CAHUL,Cahul,MOLDOVA,MOLDAVIA,0.0,0.0,0,0.0
LUCL,,,CHADIR,CHADIR,MOLDOVA,MOLDAVIA,0.0,0.0,0,0.0
LUCM,,,CAMENCA,CAMENCA,MOLDOVA,MOLDAVIA,0.0,0.0,0,0.0
LUKA,,,KICHINAU CAA,KICHINAU CAA,MOLDOVA,MOLDAVIA,0.0,0.0,0,0.0
LUKK,KIV,CHISINAU,KICHINAU FIR/ACC/COM,KICHINAU FIR / ACC / COM,MOLDOVA,MOLDAVIA,28.931,46.928,399,121.62
LUSR,,,SOROCA,Soroca,MOLDOVA,MOLDAVIA,0.0,0.0,0,0.0
LUTG,,,TIGHINA,Tighina,MOLDOVA,MOLDAVIA,0.0,0.0,0,0.0
LUTR,,,TIRASPOL,Tiraspol,MOLDOVA,MOLDAVIA,0.0,0.0,0,0.0
LWOH,OHD,OHRID,OHRID,OHRID,FORMER MACEDONIA,ANTIGUA MACEDONIA,20.742,41.18,2313,705.0
LWSK,SKP,SKOPJE,SKOPJE,Skopje,FORMER MACEDONIA,ANTIGUA MACEDONIA,21.621,41.961,781,238.05
LXGB,GIB,GIBRALTAR,GIBRALTAR,GIBRALTAR,GIBRALTAR,GIBRALTAR,5.349,36.151,15,4.57
LYBA,,,BEOGRAD ACC,BEOGRAD CAC,YUGOSLAVIA,YUGOSLAVIA,0.0,0.0,0,0.0
LYBE,BEG,BEOGRAD,BEOGRAD,BEOGRAD,YUGOSLAVIA,YUGOSLAVIA,20.309,44.818,335,102.11
LYNI,INI,,NIS,NIS,YUGOSLAVIA,YUGOSLAVIA,0.0,0.0,0,0.0
LYPG,TGD,PODGORICA,PODGORICA,PODGORICA,YUGOSLAVIA,YUGOSLAVIA,19.252,42.359,121,36.88
LYPR,PRN,PRISTINA,PRISTINA,PRISTINA,YUGOSLAVIA,YUGOSLAVIA,21.036,42.573,1789,545.29
LYTV,TIV,TIVAT,TIVAT,Tivat,YUGOSLAVIA,YUGOSLAVIA,18.723,42.404,20,6.1
LYVR,,VRSAC,VRSAC,Vrsac,YUGOSLAVIA,YUGOSLAVIA,21.31,45.147,276,84.13
LYYY,,,BEOGRAD AFTN CENTER,BEOGRAD CENTRO AFTN,YUGOSLAVIA,YUGOSLAVIA,0.0,0.0,0,0.0
LZBB,,,BRATISLAVA FIR,BRATISLAVA FIR,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZDB,,,DUBNICA,Dubnica,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZHL,,,HOLIC,HOLiC,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZIB,BTS,M R STEFANIK,BRATISLAVA,BRATISLAVA,SLOVAKIA,ESLOVAQUIA,17.212,48.17,436,132.89
LZKC,,,HUMENNE,Humenne,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZKZ,KSC,KOSICE,KOSICE,KOSICE,SLOVAKIA,ESLOVAQUIA,21.241,48.663,755,230.12
LZLU,,,LUCENEC,Lu?enec,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZMA,,,MARTIN,MARTIN,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZMC,,MALACKY,MALACKY,Malacky,SLOVAKIA,ESLOVAQUIA,17.118,48.402,679,206.96
LZNI,,,NITRA,NITRA,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZNZ,,,NOVE ZAMKY,Nove Zamky,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZOC,,,ZVOLEN,Zvolen,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZPE,,,PRIEVIDZA,Prievidza,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZPP,PZY,PIESTANY,PIESTANY,Piestany,SLOVAKIA,ESLOVAQUIA,17.828,48.625,545,166.12
LZPT,,,PARTIZANSKE,Partizánske,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZPW,,,PRESOV,PRESOV,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZRU,,,RUZOMBEROK,Ruzomberok,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZRY,,,SABINOV,Sabinov,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZSE,,,SENICA,Senica,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZSL,SLD,SLIAC,SLIAC,Slia?,SLOVAKIA,ESLOVAQUIA,19.134,48.638,1043,317.91
LZSV,,,SPISSKA NOVA VES,Spi?ská Nová Ves,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZTN,,TRENCIN,TRENCIN,Trencin,SLOVAKIA,ESLOVAQUIA,17.992,48.865,676,206.05
LZTR,,,TRNAVA,TRNAVA,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZTT,TAT,TATRY,POPRAD,Poprad,SLOVAKIA,ESLOVAQUIA,20.241,49.073,2356,718.11
LZVB,,,BRATISLAVA,BRATISLAVA,SLOVAKIA,ESLOVAQUIA,0.0,0.0,0,0.0
LZZI,,ZILINA,ZILINA,ZILINA,SLOVAKIA,ESLOVAQUIA,18.614,49.232,1020,310.9
MBJT,GDT,,GRAND TURK,Gran Turca,TURKS & CAICOS I.,TURCAS Y CAICOS I.,0.0,0.0,0,0.0
MBMC,MDS,,MIDDLE CAICOS,Caicos,TURKS & CAICOS I.,TURCAS Y CAICOS I.,0.0,0.0,0,0.0
MBNC,NCA,NORTH CAICOS,NORTH CAICOS,Caicos del Norte,TURKS & CAICOS I.,TURCAS Y CAICOS I.,71.939,21.917,10,3.05
MBPI,,,PINE CAY,Pine Cay,TURKS & CAICOS I.,TURCAS Y CAICOS I.,0.0,0.0,0,0.0
MBPV,PLS,PROVIDENCIALES,PROVIDENCIALES,PROVIDENCIALES,TURKS & CAICOS I.,TURCAS Y CAICOS I.,72.266,21.774,15,4.57
MBSC,XSC,SOUTH CAICOS,SOUTH CAICOS,Caicos del Sur,TURKS & CAICOS I.,TURCAS Y CAICOS I.,71.528,21.516,6,1.83
MBSY,SLX,,SALT CAY,Cayo Sal,TURKS & CAICOS I.,TURCAS Y CAICOS I.,0.0,0.0,0,0.0
MDAB,,ARROYO BARRIL,SAMANA,SAMANA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,69.43,19.199,115,35.05
MDAD,,,AZUA,AZUA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDAN,,,COTUI,COTUI,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDBA,,,CONSUELO,CONSUELO,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDBC,,,LA ROMANA,LA ROMANA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDBE,,,LA ROMANA,LA ROMANA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDBG,,,HIGUEY,HIGUEY,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDBH,BRX,MARIA MONTEZ INTERNATIONAL,BARAHONA,BARAHONA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,71.12,18.251,10,3.05
MDBL,,,BOCA CHICA,BOCA CHICA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDBM,,,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDCO,,,CONSUELO,CONSUELO,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDCR,,CABO ROJO,CABO ROJO,CABO ROJO,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,71.645,17.929,36,10.97
MDCS,,,SANTO DOMINGO ACC,SANTO DOMINGO CAC,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDCZ,,CONSTANZA,CONSTANZA,CONSTANZA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,70.72,18.908,3527,1075.03
MDDJ,,,DAJABON,Dajabón,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDEP,,,LA VEGA,LA VEGA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDER,,,LA VEGA,LA VEGA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDES,,,ESPERANZA,ESPERANZA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDEV,,,EL VALLE,EL VALLE,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDGM,,,SANTO DOMINGO,SANTO DOMINGO,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDHE,HEX,HERRERA INTERNATIONAL,SANTO DOMINGO,SANTO DOMINGO,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,69.969,18.471,198,60.35
MDHN,,,ENRIQUILLO,ENRIQUILLO,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDIA,,,LA VEGA,LA VEGA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDIQ,,,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDJI,,,JIMANI,JIMANI,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDJS,,,MONTE PLATA,MONTE PLATA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDLC,,,PERDENALES,PERDENALES,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDLI,,,LA ISABELA,LA ISABELA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDLL,,,LOS LLANOS SABANATOSA,LOS LLANOS SABANATOSA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDLM,,,SAN CHRISTOBAL,San Cristóbal,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDLR,LRM,LA ROMANA INTERNATIONAL,LA ROMANA,LA ROMANA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,68.912,18.452,230,70.1
MDLS,,,MONTE CRISTI,MONTE CRISTI,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDMA,,,HIGUEY,HIGUEY,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDMB,,,MATA BONITA,MATA BONITA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDMC,,,MONTE CRISTY,MONTE cristy,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDPC,PUJ,PUNTA CANA INTERNATIONAL,PUNTA CANA,PUNTA CANA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,68.363,18.567,40,12.19
MDPM,,,MAO,MAO,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDPO,,,SAMANA,SAMANA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDPP,POP,GREGORIO LUPERON INTERNATIONAL,PUERTO PLATA,PUERTO PLATA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,70.57,19.757,16,4.88
MDPV,,,PUERTO VIEJO,PUERTO VIEJO,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDSA,,,SAN JUAN DE LA MAGUANA,SAN JUAN DE LA MAGUANA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDSB,,,SABANA DE LA MAR,SABANA DE LA MAR,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDSD,SDQ,LAS AMERICAS INTERNATIONAL,SANTO DOMINGO,SANTO DOMINGO,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,69.669,18.429,59,17.98
MDSI,,SAN ISIDRO AB,SAN ISIDORO,SAN ISIDORO,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,69.762,18.504,111,33.83
MDSJ,,,SAN JUAN DE LA MAGUANA,SAN JUAN DE LA MAGUANA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDSM,,,COTUI,COTUI,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDSO,,,SANTO DOMINGO,SANTO DOMINGO,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDST,STI,CIBAO INTERNATIONAL,SANTIAGO,SANTIAGO,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,70.616,19.409,565,172.21
MDTD,,,MONTE PLATA,MONTE PLATA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDVA,,,LA CALETA,LA CALETA,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDVV,,,VILLA VASQUEZ,VILLA VASQUEZ,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MDWO,,,MONTE CRISTI,MONTE CRISTI,DOMINICAN REPUBLIC,REPÚBLICA DOMINICANA,0.0,0.0,0,0.0
MGBN,,BANANERA,BANANERA,Bananera,GUATEMALA,GUATEMALA,88.837,15.473,130,39.62
MGCB,CBV,COBAN,COBAN,COBAN,GUATEMALA,GUATEMALA,90.407,15.469,4339,1322.53
MGCR,,,CARMELITA,Carmelita,GUATEMALA,GUATEMALA,0.0,0.0,0,0.0
MGCT,,,COATEPEQUE,COATEPEQUE,GUATEMALA,GUATEMALA,0.0,0.0,0,0.0
MGES,,,ESQUIPULAS,ESQUIPULAS,GUATEMALA,GUATEMALA,0.0,0.0,0,0.0
MGFL,FRS,,FLORES,FLORES,GUATEMALA,GUATEMALA,0.0,0.0,0,0.0
MGGT,GUA,LA AURORA,GUATEMALA CITY,CIUDAD DE GUATEMALA,GUATEMALA,GUATEMALA,90.528,14.583,4952,1509.37
MGHT,,,HUEHUETENANGO,Huehuetenango,GUATEMALA,GUATEMALA,0.0,0.0,0,0.0
MGLL,,,LA LIBERTAD,LA LIBERTAD,GUATEMALA,GUATEMALA,0.0,0.0,0,0.0
MGML,,,MALACATAN,Malacatán,GUATEMALA,GUATEMALA,0.0,0.0,0,0.0
MGMM,,,MELCHOR DE MENCOS,Melchor de Mencos,GUATEMALA,GUATEMALA,0.0,0.0,0,0.0
MGPB,,PUERTO BARRIOS,PUERTO BARRIOS,PUERTO BARRIOS,GUATEMALA,GUATEMALA,88.584,15.731,33,10.06
MGPP,,POPTUN,POPTUN,Poptún,GUATEMALA,GUATEMALA,89.417,16.326,180,54.86
MGQC,,,QUICHE,Quiché,GUATEMALA,GUATEMALA,0.0,0.0,0,0.0
MGQZ,,QUEZALTENANGO,QUEZALTENANGO,Quezaltenango,GUATEMALA,GUATEMALA,91.502,14.865,7779,2371.04
MGRT,,RETALHULEU,RETALHULEU,Retalhuleu,ARGENTINA,ARGENTINA,91.697,14.521,656,199.95
MGSJ,,SAN JOSE,SAN JOSE,SAN JOSE,GUATEMALA,GUATEMALA,90.836,13.936,29,8.84
MGSM,,,SAN MARCOS,SAN MARCOS,GUATEMALA,GUATEMALA,0.0,0.0,0,0.0
MHAM,,,AMAPALA,Amapala,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MHCA,,,CATACAMAS,Catacamas,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MHCG,,,COMAYAGUA,Comayagua,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MHCH,,,CHOLUTECA,Choluteca,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MHCT,,,PUERTO CASTILLA,PUERTO CASTILLA,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MHIC,,ISLAS DEL CISNE,ISLAS DEL CISNE,ISLAS DEL CISNE,HONDURAS,HONDURAS,83.932,17.407,7,2.13
MHJU,,,JUTICALPA,Juticalpa,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MHLC,LCE,GOLOSON INTERNATIONAL,LA CEIBA,LA CEIBA,HONDURAS,HONDURAS,86.853,15.742,49,14.94
MHLE,,,LA ESPERANZA,LA ESPERANZA,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MHLM,SAP,LA MESA INTERNATIONAL,SAN PEDRO SULA,SAN PEDRO SULA,HONDURAS,HONDURAS,87.923,15.452,91,27.74
MHMA,,,MARCALA,Marcala,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MHNJ,GJA,GUANAJA,GUANAJA,Guanaja,HONDURAS,HONDURAS,85.906,16.445,36,10.97
MHNV,,,NUEVO OCOTEPEQUE,NUEVO OCOTEPEQUE,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MHOA,,,OLANCHITO,Olanchito,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MHPA,,,PALMEROLA,Palmerola,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MHPE,,,PROGRESO,PROGRESO,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MHPL,PEU,PUERTO LEMPIRA,PUERTO LEMPIRA,Puerto Lempira,HONDURAS,HONDURAS,83.781,15.261,25,7.62
MHPU,,,PUERTO CORTEZ,Puerto Cortés,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MHRO,RTB,ROATAN,ROATAN,Roatán,HONDURAS,HONDURAS,86.522,16.317,18,5.49
MHRU,,,RUINAS DE COPAN,RUINAS DE COPAN,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MHSR,,,SANTA ROSA DE COPAN,SANTA ROSA DE COPAN,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MHSZ,,,SANTA BARBARA,SANTA BARBARA,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MHTE,TEA,TELA,TELA,TELA,HONDURAS,HONDURAS,87.476,15.776,7,2.13
MHTG,TGU,TONCONTIN INTERNATIONAL,TEGUCIGALPA,TEGUCIGALPA,HONDURAS,HONDURAS,87.217,14.061,3294,1004.01
MHTJ,,TRUJILLO,TRUJILLO,TRUJILLO,HONDURAS,HONDURAS,85.938,15.927,10,3.05
MHUT,UII,,UTILA,UTILA,HONDURAS,HONDURAS,0.0,0.0,0,0.0
MKBS,OCJ,BOSCOBEL,OCHO RIOS,OCHO RIOS,JAMAICA,JAMAICA,76.969,18.404,90,27.43
MKJK,,,KINGSTON ACC/FIC,KINGSTON ACC / FIC,JAMAICA,JAMAICA,0.0,0.0,0,0.0
MKJP,KIN,NORMAN MANLEY INTERNATIONAL,KINGSTON,KINGSTON,JAMAICA,JAMAICA,76.788,17.936,10,3.05
MKJS,MBJ,SANGSTER INTERNATIONAL,MONTEGO BAY,MONTEGO BAY,JAMAICA,JAMAICA,77.913,18.504,4,1.22
MKKJ,POT,KEN JONES,PORT ANTONIO,Port Antonio,JAMAICA,JAMAICA,76.534,18.199,20,6.1
MKNG,NEG,,NEGRIL,NEGRIL,JAMAICA,JAMAICA,0.0,0.0,0,0.0
MKTP,KTP,TINSON PEN,KINGSTON,KINGSTON,JAMAICA,JAMAICA,76.824,17.988,16,4.88
MMAA,ACA,GENERAL JUAN N ALVAREZ INTERNATIONAL,ACAPULCO,ACAPULCO,MEXICO,MEXICO,99.753,16.757,16,4.88
MMAN,NTR,DEL NORTE INTERNATIONAL,MONTERREY,MONTERREY,MEXICO,MEXICO,100.237,25.866,1473,448.97
MMAS,AGU,JESUS TERAN INTERNATIONAL,AGUASCALIENTES,AGUASCALIENTES,MEXICO,MEXICO,102.318,21.705,6112,1862.94
MMBT,HUX,BAHIAS DE HUATULCO INTERNATIONAL,BAHIAS DEHUATULCO,BAHIAS DEHUATULCO,MEXICO,MEXICO,96.261,15.775,468,142.65
MMCA,,,CANANEA,Cananea,MEXICO,MEXICO,0.0,0.0,0,0.0
MMCB,CVJ,CUERNAVACA,CUERNAVACA,CUERNAVACA,MEXICO,MEXICO,99.262,18.835,4262,1299.06
MMCC,,CIUDAD ACUNA INTERNATIONAL,CIUDAD ACUNA,CIUDAD ACUÑA,BRAZIL,BRASIL,100.981,29.332,971,295.96
MMCE,CME,CIUDAD DEL CARMEN INTERNATIONAL,CIUDAD DEL CARMEN,CIUDAD DEL CARMEN,MEXICO,MEXICO,91.799,18.654,10,3.05
MMCG,,NUEVO CASAS GRANDES,NUEVO CASAS GRANDES,Nuevo Casas Grandes,MEXICO,MEXICO,107.875,30.397,4850,1478.28
MMCH,,CHILPANCINGO,CHILPANCINGO,CHILPANCINGO,MEXICO,MEXICO,99.514,17.574,4199,1279.86
MMCL,CUL,CULIACAN INTERNATIONAL,CULIACAN,CULIACAN,MEXICO,MEXICO,107.474,24.764,108,32.92
MMCM,CTM,CHETUMAL INTERNATIONAL,CHETUMAL,CHETUMAL,MEXICO,MEXICO,88.327,18.504,48,14.63
MMCN,CEN,CIUDAD OBREGON INTERNATIONAL,CIUDAD OBREGON,CIUDAD OBREGON,MEXICO,MEXICO,109.833,27.392,243,74.07
MMCP,CPE,INGENIERO ALBERTO ACUNA ONGAY INTERNATIONAL,CAMPECHE,CAMPECHE,MEXICO,MEXICO,90.5,19.817,31,9.45
MMCS,CJS,ABRAHAM GONZALEZ INTERNATIONAL,CIUDAD JUAREZ,CIUDAD JUAREZ,MEXICO,MEXICO,106.429,31.636,3842,1171.04
MMCU,CUU,GENERAL R FIERRO VILLALOBOS INTERNATIONAL,CHIHUAHUA,CHIHUAHUA,MEXICO,MEXICO,105.964,28.703,4462,1360.02
MMCV,CVM,CIUDAD VICTORIA,CIUDAD VICTORIA,CIUDAD VICTORIA,MEXICO,MEXICO,98.956,23.704,781,238.05
MMCY,,CELAYA,CELAYA,CELAYA,MEXICO,MEXICO,100.886,20.546,5709,1740.1
MMCZ,CZM,COZUMEL INTERNATIONAL,COZUMEL,COZUMEL,MEXICO,MEXICO,86.926,20.522,15,4.57
MMDM,MMC,CIUDAD MANTE,CIUDAD MANTE,Ciudad Mante,MEXICO,MEXICO,99.018,22.74,341,103.94
MMDO,DGO,DURANGO INTERNATIONAL,DURANGO,DURANGO,MEXICO,MEXICO,104.528,24.124,6102,1859.89
MMEP,TPQ,TEPIC,TEPIC,TEPIC,MEXICO,MEXICO,104.842,21.419,3012,918.06
MMES,ESE,GENERAL ALBERTO L SALINAS C INTERNATIONAL,ENSENADA,ENSENADA,MEXICO,MEXICO,116.602,31.795,66,20.12
MMGL,GDL,DON MIGUEL Y HIDALGO INTERNATIONAL,GUADALAJARA,GUADALAJARA,MEXICO,MEXICO,103.311,20.522,5012,1527.66
MMGM,GYM,GENERAL JOSE MARIA YANEZ INTERNATIONAL,GUAYMAS,GUAYMAS,MEXICO,MEXICO,110.925,27.969,89,27.13
MMHC,TCN,TEHUACAN,TEHUACAN,TEHUACAN,MEXICO,MEXICO,97.42,18.497,5510,1679.45
MMHO,HMO,GENERAL IGNACIO P GARCIA INTERNATIONAL,HERMOSILLO,HERMOSILLO,MEXICO,MEXICO,111.048,29.096,646,196.9
MMIA,CLQ,COLIMA,COLIMA,COLIMA,MEXICO,MEXICO,103.577,19.277,2372,722.99
MMIM,ISJ,ISLA MUJERES,ISLA MUJERES,ISLA MUJERES,MEXICO,MEXICO,86.74,21.245,7,2.13
MMIO,SLW,PLAN DE GUADALUPE INTERNATIONAL,SALTILLO,SALTILLO,MEXICO,MEXICO,100.929,25.549,4778,1456.33
MMIT,,IXTEPEC,IZTEPEC,IZTEPEC,MEXICO,MEXICO,95.094,16.449,82,24.99
MMJA,,LENCERO,JALAPA,JALAPA,MEXICO,MEXICO,96.798,19.475,3127,953.11
MMLC,LZC,LAZARO CARDENAS,LAZARD CARDENAS,LAZARD CARDENAS,MEXICO,MEXICO,102.22,18.002,39,11.89
MMLM,LMM,VALLE DEL FUERTE INTERNATIONAL,LOS MOCHIS,LOS MOCHIS,MEXICO,MEXICO,109.081,25.685,14,4.27
MMLO,BJX,DE GUANAJUATO INTERNATIONAL,DEL BAJIO,Del Bajío,MEXICO,MEXICO,101.481,20.993,5968,1819.05
MMLP,LAP,GENERAL MANUEL MARQUEZ DE LEON INTERNATIONAL,LA PAZ,LA PAZ,MEXICO,MEXICO,110.362,24.072,89,27.13
MMLT,LTO,LORETO INTERNATIONAL,LORETO,LORETO,MEXICO,MEXICO,111.348,25.989,10,3.05
MMMA,MAM,GENERAL SERVANDO CANALES INTERNATIONAL,MATAMOROS,MATAMOROS,MEXICO,MEXICO,97.525,25.77,26,7.93
